name,description,price,category,image_url,tags,age_min,age_max,capacity
30 Foot Caution Obstacle,Compact 30-foot obstacle course with caution-stripe theming. Head-to-head racing keeps lines moving at school carnivals and corporate events.,Choose A TSSA Licensed Item,Obstacle Courses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/att-korgyjgj-v4no48z6a3o3uuryqgsa5mdoa4ysxdvs8c.webp,obstacle-course;inflatable;active;kids;teens;school;church;corporate;community-event;public-event-ready;tssa;high-throughput;large-event-friendly;construction,4.0,,6.0
Small Obstacle TSSA,"Perfect for corporate events and school carnivals, this TSSA-licensed obstacle course delivers high-energy competition and streamlined throughput in a compact footprint.",499,Obstacle Courses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/smallobsta.webp,obstacle-course;inflatable;active;kids;teens;school;church;corporate;community-event;public-event-ready;tssa;high-throughput;large-event-friendly,,,
Race Car Obstacle,"Ideal for corporate events and family gatherings, our Race Car Obstacle guarantees TSSA-certified fun with a thrilling racing theme for all ages.",740,Obstacle Courses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/racecar-obst.webp,obstacle-course;inflatable;active;kids;teens;school;church;corporate;community-event;public-event-ready;tssa;high-throughput;large-event-friendly;race-car,4.0,,8.0
Large Obstacle - TSSA,Our largest obstacle course with maximum challenge elements. High-capacity design handles big crowds at corporate events and community festivals.,840,Obstacle Courses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/lg-obstacle.webp,obstacle-course;inflatable;active;kids;teens;school;church;corporate;community-event;public-event-ready;tssa;high-throughput;large-event-friendly,4.0,,10.0
Kings Challenge,"Ideal for team building events and parties, the Kings Challenge adds excitement with its colorful design and TSSA-certified safety.",840,Obstacle Courses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/the-kings-challenge.webp,obstacle-course;inflatable;active;young-kids;kids;teens;school;church;corporate;community-event;public-event-ready;tssa;high-throughput;large-event-friendly,3.0,,
Animal Ranch,Farm-themed fun with friendly barnyard animals. Sized right for toddlers with enclosed walls for safe bouncing.,345,Toddler Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/animal-ranch-redline-inflatables.webp,toddler-unit;inflatable;soft-play;toddler;young-kids;birthday;backyard;jungle;popular,1.0,5.0,8.0
Express Train,"All-aboard this train station bounce house—a toddler favorite with vibrant colors and safe, enclosed bouncing. TSSA certified.",499,Toddler Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/toddler/20250525-094115-1769060717679.webp,toddler-unit;inflatable;soft-play;toddler;young-kids;birthday;backyard;tssa;train;popular,1.0,5.0,8.0
Animal Kingdom,Colorful jungle-themed combo keeps toddlers entertained with bouncing and sliding. Perfect for birthday parties. TSSA certified.,475,Toddler Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/animal-kingdom-toddler-rental.webp,toddler-unit;inflatable;soft-play;toddler;young-kids;birthday;backyard;tssa;jungle,2.0,,8.0
Chopperville,Helicopter-themed adventure sized for little pilots. Safe enclosed bouncing with vibrant aviation graphics. TSSA certified.,499,Toddler Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/chopperville-side.webp,toddler-unit;inflatable;soft-play;toddler;young-kids;birthday;backyard;tssa,1.0,5.0,8.0
QB Blitz,"Ideal for corporate team building or school fairs, this competitive sports inflatable tests accuracy while maintaining high safety standards for all participants.",349,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/football-challenge.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports;popular,6.0,,
5-1 Sports Challenge,"Ideal for high-energy corporate events and festivals, this versatile sports station offers professional-grade competition for participants of all ages.",350,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/5-1sports.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports;popular,6.0,,
Penguin Hover Ball,"Ideal for family events, the Penguin Hover Ball offers safe, interactive fun for ages 5 to adult, accommodating 2-4 participants.",275,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/inflatable-sports/community-events.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;popular,5.0,,4.0
3-1 Country Fest Sport,"""Ideal for school events and festivals, this 3-in-1 inflatable promises non-stop fun while ensuring safety and TSSA compliance.""",399,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/3-1-country-fest-sport-1771890867163.jpg,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports;western,4.0,,6.0
Baseball pro,"Perfect for corporate team building or community festivals, this interactive challenge promotes active competition with professional-grade safety standards and high-energy excitement. Suitable for public events.",275,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/baseball-inflatable.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports,4.0,,
Airhose Hockey,"Perfect for corporate events and team building, this professional air-powered hockey challenge provides competitive, TSSA-compliant fun for participants of all ages.",245,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/airhose-hockey-windsor.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,6.0,,
Basketball Pro,"""Ideal for corporate events and parties, the Basketball Pro offers safe, engaging entertainment with its sturdy, TSSA-compliant design.""",275,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/basketball-pro.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,,,
Deluxe Soccer,"Perfect for corporate team building and private events, this competitive soccer goal test offers high energy engagement for participants of any age.",245,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/inflatable-soccer.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports,6.0,,
Football Deluxe Touch Down,"""Ideal for sports events, the Football Deluxe Touch Down inflatable ensures safe, action-packed fun with high-quality construction and TSSA compliance.""",245,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/football-deluxe-1771890670176.jpg,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,5.0,,
Football Pro,"Ideal for corporate events and fundraisers, the Football Pro offers safe, exciting play, emphasizing TSSA compliance for worry-free enjoyment.",275,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/football-pro-1771889836663.jpg,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,,,
Hockey Pro,"""Ideal for sports events, the Hockey Pro inflatable enhances skills and fun, ensuring a safe, engaging experience for aspiring athletes.""",275,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hockey-pro-inflatable.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports,,,
Soccer Darts/Velcro Baseball,"""Ideal for events, Soccer Darts/Velcro Baseball offers safe, competitive fun for ages 6 to adult. TSSA-licensed, ensuring high safety standards.""",299,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/soccer-darts-1771892133506.jpg,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports;velcro,6.0,,4.0
Zero Gravity,"""Ideal for corporate events or school functions, Zero Gravity offers thrilling, safe inflatable sports challenges that engage participants of all ages.""",299,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/zero-gravity.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports;space,,,
Zombie Attack,"Ideal for team-building events, Zombie Attack offers action-packed thrills with TSSA-compliant safety, ensuring a fun and secure sports experience.",399,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/zombie-attack.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports;zombie,,,
Allstar Basketball,"Ideal for high-energy competitions, this attraction features dual hoops for head-to-head action, ensuring professional-grade safety for both children and adults.",245,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/inflatable-sports/20250410-173509.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;dual-lane;high-throughput;large-event-friendly;sports,6.0,,
Lumberjack Axe Throwing,"Ideal for team-building and events, our TSSA-certified Lumberjack Axe Throwing ensures fun with competitive spirit and safety as a priority.",550,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/inflatable-sports/lumber-jack-throwing.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports;western,10.0,,
Connect 3™ Basketball Game,"Perfect for corporate team building, this strategic sports inflatable combines basketball skill with critical thinking for high-energy competition and safe interactive play.",350,Inflatable Sports,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/connect-4.webp,sports-game;inflatable;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;sports;basketball,8.0,,4.0
Foam with Gaga Pit,"""Ideal for team-building events, this safe and fun Foam with Gaga Pit provides hours of interactive entertainment, promoting cooperation and excitement.""",647,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/foampit.webp,interactive-game;interactive;young-kids;kids;teens;school;church;corporate;community-event;wet;summer;high-throughput;large-event-friendly;foam-party;gaga-ball;popular,3.0,12.0,8.0
Grab n Go,"Ideal for corporate events or birthday parties, the Grab n Go enhances skills and speed with TSSA-compliant safety and reliable setup.",Choose A TSSA Licensed Item,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/grabngo.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;popular,6.0,,
Velcro Wall,"Ideal for team building and carnivals, this attraction offers a high-energy photo-op for teens and adults to test their skills. Available for public events.",595,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/velcro-wall.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;velcro;popular,10.0,,2.0
Wipeout,The ultimate competitive inflatable challenge. Players balance on pedestals while a rotating arm sweeps around—last one standing wins. Perfect for corporate events and large gatherings.,895,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/wipeout.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;popular,10.0,,
Bungee Run,Always a crowd favorite—race head-to-head while tethered by bungee cords. Sprint to place your marker furthest before the cord snaps you back!,Choose A TSSA Licensed Item,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/bungee-run.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,8.0,,
Inflatable Track,"Ideal for organized races and relay events, this professional-grade inflatable track provides a safe, TSSA-compliant environment for high-speed athletic competition.",300,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/racetrack1.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;table,,,10.0
Money Machine,"""Ideal for promotional events, the Money Machine engages participants safely with interactive excitement. TSSA compliance ensures a worry-free experience for everyone.""",200,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/t-1200-x-900-px-1.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;cash-cube,8.0,,
Superhero Sumo Suits (Adult),"""Ideal for parties and events, these Superhero Sumo Suits offer safe, competitive fun for teens and adults without power needs.""",275,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/sumo-suits.webp,interactive-game;interactive;kids;teens;adults;school;church;corporate;community-event;high-throughput;large-event-friendly;superhero;sumo,13.0,,
Superhero Sumo Suits (Kids),"""Ideal for themed parties, these superhero sumo suits offer safe, high-energy fun. TSSA-compliant, ensuring unforgettable experiences for kids aged 6-12.""",275,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/superhero-sumo-suits-kids-1770760921874.JPG,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;superhero;sumo,6.0,12.0,
Whack a Mole,"Ideal for corporate team building and large events, this TSSA-licensed interactive game challenges participants with high-energy competition and professional safety standards.",495,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/whackamole.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,6.0,,6.0
Gladiator Joust,"Ideal for corporate events or team-building, our TSSA-certified Gladiator Joust ensures safe, competitive fun. Engage participants aged 10 to adult.",375,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/gladiator-joust.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,10.0,,
Jacob's Ladder,"Ideal for carnivals or corporate events, Jacob's Ladder challenges participants' skills safely. TSSA-certified safety guarantees reliable fun for ages 8 to adult.",795,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jacobs-ladder.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,8.0,,
Fun Derby,"Ideal for events seeking safe excitement, Fun Derby offers TSSA-certified racing for 3-4 participants, ensuring an engaging carnival experience for all.",500,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/fun-derby.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,6.0,,4.0
Laser Maze,"Ideal for corporate events or family gatherings, our TSSA-certified Laser Maze guarantees an engaging experience with top-notch safety standards.",495,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/lasertag.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;laser,8.0,,
UFO Alien Laser,"Perfect for corporate events and team building, this high-energy skill game challenges participants with fast-paced laser action and professional-grade safety standards.",495,Interactive Inflatables,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/ufo-laser-tag.webp,interactive-game;interactive;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly;space;laser,8.0,,4.0
Chaos,Fast-paced reaction game where players race to slap illuminated targets. LED lights and sound effects create an exciting arcade atmosphere.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/chaos-overhead-play-action.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;popular,4.0,,
Anti-Gravity,"Ideal for community carnivals, this TSSA-compliant game challenges players to balance floating balls using air pressure for focused, high-energy event engagement.",175,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/gravity.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly,6.0,,
Chicken Flight School,"Perfect for corporate team building and fundraisers, this interactive carnival game challenges participants to launch rubber chickens with professional precision.",175,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/chicken-flight-school-1771073171547.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly,5.0,,
Play Back Deluxe,Arcade-style reaction and memory game. Follow the light sequence and test your memory against increasing difficulty.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/play-back-delux-play-action.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Mega Wire,Steady-hand challenge game with an electrified wire course. Guide the loop without touching the wire—buzzer sounds when you slip!,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/mega-wire-1769233470238.jpg,electronic-game;game;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly,6.0,,
Revolution,Spinning wheel challenge that tests timing and reflexes. Stop the wheel at the right moment to score points.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/20251120-142927.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly,6.0,,
Snatch It,Speed grabbing game where players race to snatch lit targets. Quick reflexes win in this fast-paced competition.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/20251120-142605.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,6.0,,
Balloon Pop,"Great for any event, Balloon Pop offers engaging entertainment with safety-first design, ensuring all participants enjoy a worry-free experience. Comes with table and red skirt",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/baloonpop.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Clown Tooth Knockout,"Ideal for events, Clown Tooth Knockout offers safe, engaging fun. Perfect for school functions or corporate parties, accommodating two players.",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/clowntooth.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,5.0,,
Mini Cornhole,"""Ideal for events, Mini Cornhole offers safe fun, promoting friendly competition and teamwork, perfect for corporate gatherings or family celebrations.""",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/mini-cornhole.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;cornhole,,,
Ring A Bottle,"""Ideal for all ages, the Ring A Bottle carnival game ensures safe, competitive fun, fitting easily into any event's setup area.""",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/ring-a-bottle-ring-a-bottle-blue-carnival.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,4.0,,
Table Top Jenga,Classic stacking game supersized for outdoor fun. Tests skill and strategy for all ages. Perfect for corporate events and family gatherings.,35,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jenga.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;giant-game;table;popular,,,
Can Smash,"""Ideal for school events, Can Smash offers safe, engaging fun. Test your throwing skills with this exciting, competitive tub-game rental.""",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/cansmash.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Colours,"Ideal for any event, tub-games like Colours offer interactive fun, ensuring safety and compliance with TSSA standards for peace of mind.",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/colors.webp,party-game;game;kids;teens;school;church;corporate;community-event;tssa;large-event-friendly,,,
Froggy Fly Fling,"""Great for children's events, Froggy Fly Fling offers safe, interactive fun for young participants with easy setup and engaging play.""",99,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/item-1769874588828.jpg,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,3.0,,
Giant Connect Four,"Perfect for outdoor events, this oversized strategy game provides durable, competitive entertainment for guests of all ages during corporate gatherings or parties.",75,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/giantconnect4.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;giant-game,,,
Giant Operation,"Ideal for corporate team building and public festivals, this oversized classic test of skill provides professional, TSSA-compliant entertainment for all ages.",149,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/operation-1770840669805.webp,party-game;game;kids;teens;school;church;corporate;community-event;tssa;large-event-friendly,6.0,,
Gone Fishin,"""Ideal for community events, this engaging game offers safe, enjoyable entertainment while encouraging friendly competition and coordination skills.""",200,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/gone-fishing.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Large Trikes,"""Ideal for outdoor events, these large trikes offer thrilling rides for ages 8+, ensuring fun while complying with stringent safety standards.""",236,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/trykes.webp,party-game;game;kids;teens;adults;school;church;corporate;community-event;large-event-friendly,8.0,,
Quarterback Toss,"Ideal for corporate events and team building, this professional sports challenge tests throwing accuracy with heavy-duty construction and TSSA-registered safety standards.",96,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/quarterback-toss-1769874555151.jpg,party-game;game;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,,,
Rattle Snake Round Up,"Perfect for corporate outings and school carnivals, this professionally built frame game delivers safe, interactive competition for guests of all ages.",97,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/rattle-snake-round-up-1769874504486.jpg,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Tic Tac Toe,"""Ideal for corporate events, this Tic Tac Toe tub-game ensures fun-filled engagement while prioritizing safety and a smooth guest experience.""",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/tictactoe.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
